id	year	state	county	spend	crime	ratio
2012::OH::BELMONT	2012	OH	Belmont	3816.01	21	181.7147619
2012::CO::DENVER	2012	CO	Denver	365183.24	3871	94.33821751
2009::TN::WILLIAMSON	2009	TN	Williamson	41720.04	182	229.230989
2006::GA::ROCKDALE	2006	GA	Rockdale	9258	373	24.82037534
2006::UT::BOX ELDER	2006	UT	Box Elder	72204	29	2489.793103
2010::MO::BOONE	2010	MO	Boone	120	530	0.226415094
2012::GA::WALKER	2012	GA	Walker	163754.7	0	163754.7
2008::AZ::NAVAJO	2008	AZ	Navajo	690	2461	0.280373832
2011::AL::JACKSON	2011	AL	Jackson 	50000	78	641.025641
2011::MI::KALAMAZOO	2011	MI	Kalamazoo	15865.64	776	20.44541237
2012::ND::GRAND FORKS	2012	ND	Grand Forks	120	146	0.821917808
2006::KY::ANDERSON	2006	KY	Anderson	2994	11	272.1818182
2009::WV::JEFFERSON	2009	WV	Jefferson 	18275.57	44	415.3538636
2006::WA::GRAYS HARBOR	2006	WA	Grays Harbor	8759	41	213.6341463
2010::AZ::YAVAPAI	2010	AZ	Yavapai	516	368	1.402173913
2011::WI::ROCK	2011	WI	Rock	499	349	1.429799427
2006::OH::COSHOCTON	2006	OH	Coshocton	244844	0	244844
2006::MI::ALPENA	2006	MI	Alpena	4024.42	46	87.4873913
2006::OH::MERCER	2006	OH	Mercer	234.84	19	12.36
2009::OH::HOCKING	2009	OH	Hocking	138	24	5.75
2011::LA::CADDO	2011	LA	Caddo	20159	1657	12.16596258
2012::TN::WEAKLEY	2012	TN	Weakley	52996	34	1558.705882
2008::NH::ROCKINGHAM	2008	NH	Rockingham	11094	184	60.29347826
2008::AL::CHILTON	2008	AL	Chilton 	204456.04	328	623.3415854
2010::MN::CROW WING	2010	MN	Crow Wing	10281.66	0	10281.66
2009::OH::BUTLER	2009	OH	Butler	72.1	779	0.092554557
2012::TX::WICHITA	2012	TX	Wichita	1745399.4	509	3429.075442
2009::KY::CAMPBELL	2009	KY	Campbell	321	59	5.440677966
2006::FL::POLK	2006	FL	Polk	47125	3202	14.71736415
2010::TX::POTTER	2010	TX	Potter	2280	1200	1.9
2012::KY::CHRISTIAN	2012	KY	Christian	61900.03	153	404.5753595
2008::WV::CABELL	2008	WV	Cabell	6209	308	20.15909091
2009::OH::FAIRFIELD	2009	OH	Fairfield	7381.09	174	42.42005747
2012::NC::NEW HANOVER	2012	NC	New Hanover	3992	789	5.059569075
2006::WA::THURSTON	2006	WA	Thurston	23191	415	55.88192771
2007::NC::NASH	2007	NC	Nash	334.71	662	0.50560423
2011::MN::CROW WING	2011	MN	Crow Wing	352.26	0	352.26
2006::NC::ORANGE	2006	NC	Orange	4327.62	349	12.40005731
2011::CO::LA PLATA	2011	CO	La Plata	16280.15	166	98.07319277
2009::MI::LAPEER	2009	MI	Lapeer	360	49	7.346938776
2012::GA::WAYNE	2012	GA	Wayne	552	71	7.774647887
2009::MN::DAKOTA	2009	MN	Dakota	587.1	0	587.1
2011::FL::BAY	2011	FL	Bay	934.71	810	1.153962963
2006::LA::BEAUREGARD	2006	LA	Beauregard	1656	28	59.14285714
2012::IN::CLARK	2012	IN	Clark	5009139.26	556	9009.243273
2012::OH::LAKE	2012	OH	Lake	102569	154	666.0324675
2010::CA::KERN	2010	CA	Kern	688051.7	4808	143.1055948
2006::OH::GUERNSEY	2006	OH	Guernsey	2410	34	70.88235294
2012::IN::LAKE	2012	IN	Lake	79501.97	1947	40.83306112
2006::AL::DALLAS	2006	AL	Dallas	6264	315	19.88571429
2010::PA::WESTMORELAND	2010	PA	Westmoreland	240	141	1.70212766
2006::NC::ROCKINGHAM	2006	NC	Rockingham	20106.81	65	309.3355385
2010::MI::DELTA	2010	MI	Delta	3764.5	34	110.7205882
2007::CO::WELD	2007	CO	Weld	2070	638	3.244514107
2010::SC::AIKEN	2010	SC	Aiken 	83199.26	380	218.9454211
2012::CA::NAPA	2012	CA	Napa	248249.62	333	745.4943544
2006::AR::JEFFERSON	2006	AR	Jefferson	26668	798	33.41854637
2007::CO::EL PASO	2007	CO	El Paso	3210	2848	1.127106742
2009::IL::WINNEBAGO	2009	IL	Winnebago	440.38	2074	0.212333655
2008::FL::MONROE	2008	FL	Monroe	922704	392	2353.836735
2006::GA::NEWTON	2006	GA	Newton	276	409	0.674816626
2008::LA::CALCASIEU	2008	LA	Calcasieu	50961.42	699	72.90618026
2008::NC::WILKES	2008	NC	Wilkes 	2155	174	12.38505747
2006::UT::WASATCH	2006	UT	Wasatch	552	6	92
2012::TX::CAMERON	2012	TX	Cameron	283590.95	1028	275.8666829
2008::NC::IREDELL	2008	NC	Iredell	690	225	3.066666667
2007::WI::WINNEBAGO	2007	WI	Winnebago	11976	345	34.71304348
2006::MI::OAKLAND	2006	MI	Oakland	26020	4103	6.341701194
2006::MA::ESSEX	2006	MA	Essex	12315	2653	4.641914813
2006::AZ::PIMA	2006	AZ	Pima	15371.38	5500	2.794796364
2012::GA::JONES	2012	GA	Jones 	71508.35	19	3763.597368
2012::OK::OTTAWA	2012	OK	Ottawa	54424	0	54424
2011::CA::MARIN	2011	CA	Marin	5882.94	504	11.6725
2007::SC::DARLINGTON	2007	SC	Darlington 	4491	442	10.16063348
2006::TX::COLLIN	2006	TX	Collin	4268	1295	3.295752896
2012::FL::BREVARD	2012	FL	Brevard	6796668.9	2944	2308.651121
2006::MS::HINDS	2006	MS	Hinds 	25636	0	25636
2012::AL::BALDWIN	2012	AL	Baldwin	31062.49	313	99.24118211
2009::ME::HANCOCK	2009	ME	Hancock	58.71	7	8.387142857
2008::CT::TOLLAND	2008	CT	Tolland	690	41	16.82926829
2012::NJ::MIDDLESEX	2012	NJ	Middlesex	25000	1273	19.63864886
2006::WA::YAKIMA	2006	WA	Yakima 	15044	113	133.1327434
2008::WY::SWEETWATER	2008	WY	Sweetwater	4968	207	24
2006::MS::LEE	2006	MS	Lee 	13006	73	178.1643836
2011::GA::WARE	2011	GA	Ware	282768.5	84	3366.291667
2010::CO::FREMONT	2010	CO	Fremont	120	112	1.071428571
2011::WA::YAKIMA	2011	WA	Yakima 	3304	133	24.84210526
2012::OH::LAWRENCE	2012	OH	Lawrence	67139	0	67139
2007::PA::BUCKS	2007	PA	Bucks	1635	667	2.451274363
2012::MO::CAMDEN	2012	MO	Camden	207139.97	38	5451.051842
2007::TX::JEFFERSON	2007	TX	Jefferson	276	1668	0.165467626
2006::FL::OSCEOLA	2006	FL	Osceola	244844	646	379.0154799
2008::AZ::PINAL	2008	AZ	Pinal	761765.92	774	984.1936951
2012::MN::RAMSEY	2012	MN	Ramsey	878911.4	2101	418.3300333
2011::FL::HERNANDO	2011	FL	Hernando	12000	495	24.24242424
2008::OK::OKLAHOMA	2008	OK	Oklahoma	391959.2	6048	64.80806878
2011::IA::WRIGHT	2011	IA	Wright	410.97	163	2.521288344
2008::FL::ORANGE	2008	FL	Orange 	93010	6991	13.30424832
2009::AZ::YAVAPAI	2009	AZ	Yavapai	225900.6	339	666.3734513
2012::NJ::PASSAIC	2012	NJ	Passaic	148900	2399	62.06752814
2011::AZ::COCHISE	2011	AZ	Cochise	362778.96	512	708.5526563
2012::AL::ESCAMBIA	2012	AL	Escambia	636471.18	63	10102.71714
2007::LA::WEBSTER	2007	LA	Webster	1497	0	1497
2006::WV::MARION	2006	WV	Marion 	2548	18	141.5555556
2011::TX::MONTGOMERY	2011	TX	Montgomery	56538.1	842	67.14738717
2011::TN::FAYETTE	2011	TN	Fayette 	35394	81	436.962963
2006::FL::PALM BEACH	2006	FL	Palm Beach	10086	8693	1.160243874
2010::VA::ARLINGTON	2010	VA	Arlington	27785.35	325	85.49338462
2010::WA::BENTON	2010	WA	Benton	2160	319	6.771159875
2006::NC::GUILFORD	2006	NC	Guilford	20172	2978	6.773673606
2009::OH::ASHLAND	2009	OH	Ashland	3994	29	137.7241379
2007::CA::MARIN	2007	CA	Marin	7984	628	12.7133758
2012::CO::LARIMER	2012	CO	Larimer	75370.94	686	109.8701749
2012::MA::SUFFOLK	2012	MA	Suffolk	127298.5	6240	20.40040064
2011::WI::MILWAUKEE	2011	WI	Milwaukee	2096.23	6483	0.323342588
2012::PA::DAUPHIN	2012	PA	Dauphin	51075.58	1051	48.59712655
2007::SD::HUGHES	2007	SD	Hughes	103902	34	3055.941176
2007::AL::MARSHALL	2007	AL	Marshall	184580	0	184580
2006::KY::BOONE	2006	KY	Boone	65671.88	290	226.4547586
2010::KY::CAMPBELL	2010	KY	Campbell	1080	69	15.65217391
2012::PA::LANCASTER	2012	PA	Lancaster	15817.96	640	24.7155625
2006::AR::BAXTER	2006	AR	Baxter 	474476	51	9303.45098
2011::PA::PHILADELPHIA	2011	PA	Philadelphia	7018	18268	0.384169039
2007::TX::CALDWELL	2007	TX	Caldwell	1497	83	18.03614458
2007::CA::SHASTA	2007	CA	Shasta	20958	849	24.68551237
2006::IL::COOK	2006	IL	Cook	158660.68	0	158660.68
2006::MI::DELTA	2006	MI	Delta	2495	0	2495
2008::NC::EDGECOMBE	2008	NC	Edgecombe	866.13	214	4.047336449
2011::SC::LEXINGTON	2011	SC	Lexington	237077.54	855	277.2836725
2012::UT::CACHE	2012	UT	Cache	960	56	17.14285714
2008::CO::EAGLE	2008	CO	Eagle 	552	56	9.857142857
2008::NC::ROCKINGHAM	2008	NC	Rockingham	499	171	2.918128655
2011::KS::SEDGWICK	2011	KS	Sedgwick	1844.34	3171	0.581627247
2011::OH::CLARK	2011	OH	Clark	59706.22	402	148.5229353
2011::AL::BARBOUR	2011	AL	Barbour	33285	31	1073.709677
2012::MN::MOWER	2012	MN	Mower	557.71	0	557.71
2006::IL::WILL	2006	IL	Will	56308.55	0	56308.55
2012::UT::SUMMIT	2012	UT	Summit	117.42	34	3.453529412
2012::CT::HARTFORD	2012	CT	Hartford	272628.81	2711	100.5639284
2008::ND::STUTSMAN	2008	ND	Stutsman	537.42	48	11.19625
2011::AR::HEMPSTEAD	2011	AR	Hempstead	25058.71	101	248.1060396
2012::OK::GARFIELD	2012	OK	Garfield	8619	164	52.55487805
2010::AR::CLARK	2010	AR	Clark	117.42	50	2.3484
2012::TX::WOOD	2012	TX	Wood	28008.81	28	1000.314643
2006::NC::CRAVEN	2006	NC	Craven	9725.42	215	45.23451163
2012::CO::JEFFERSON	2012	CO	Jefferson	304547.94	1130	269.5114513
2011::PA::BUCKS	2011	PA	Bucks	9341.39	481	19.42076923
2011::OR::COLUMBIA	2011	OR	Columbia	36076	9	4008.444444
2012::KY::DAVIESS	2012	KY	Daviess	43612.03	141	309.3051773
2011::FL::INDIAN RIVER	2011	FL	Indian River 	244844	351	697.5612536
2011::MO::DUNKLIN	2011	MO	Dunklin	10	42	0.238095238
2009::WA::SPOKANE	2009	WA	Spokane	637	1750	0.364
2011::NY::TOMPKINS	2011	NY	Tompkins 	44722	0	44722
2006::KY::MCCRACKEN	2006	KY	McCracken	756	176	4.295454545
2006::SC::OCONEE	2006	SC	Oconee	201795	205	984.3658537
2006::IA::MAHASKA	2006	IA	Mahaska	2272	34	66.82352941
2012::KY::NELSON	2012	KY	Nelson	5339.24	22	242.6927273
2006::FL::LEON	2006	FL	Leon	103346	2320	44.54568966
2011::OR::MALHEUR	2011	OR	Malheur	90070	52	1732.115385
2009::IN::WAYNE	2009	IN	Wayne	276	142	1.943661972
2012::OH::OTTAWA	2012	OH	Ottawa	413792.82	2	206896.41
2010::WI::KENOSHA	2010	WI	Kenosha	83000	312	266.025641
2009::NC::MOORE	2009	NC	Moore 	645.81	75	8.6108
2010::CA::SANTA BARBARA	2010	CA	Santa Barbara	547427.32	1804	303.4519512
2008::ME::HANCOCK	2008	ME	Hancock	393.42	5	78.684
2012::ND::BURLEIGH	2012	ND	Burleigh	3448.72	218	15.81981651
2011::CO::DENVER	2011	CO	Denver	111906.27	3708	30.17968447
2008::OH::FAIRFIELD	2008	OH	Fairfield	65128.71	141	461.9057447
2011::ME::CUMBERLAND	2011	ME	Cumberland	101323.84	365	277.5995616
2008::NE::GAGE	2008	NE	Gage	552	56	9.857142857
2006::KS::BARTON	2006	KS	Barton	1391.42	181	7.687403315
2012::RI::WASHINGTON	2012	RI	Washington	275735.49	52	5302.605577
2007::IN::HANCOCK	2007	IN	Hancock	528.39	39	13.54846154
2012::IN::HENDRICKS	2012	IN	Hendricks	12205.62	78	156.4823077
2006::MN::KANDIYOHI	2006	MN	Kandiyohi	499	0	499
2008::WA::LEWIS	2008	WA	Lewis 	6126	70	87.51428571
2006::TX::HUNT	2006	TX	Hunt	3017.68	36	83.82444444
2006::WA::WHATCOM	2006	WA	Whatcom	3684	228	16.15789474
2012::OH::COSHOCTON	2012	OH	Coshocton	25000	19	1315.789474
2012::TX::EL PASO	2012	TX	El Paso	2653316.87	3192	831.2396209
2011::IN::HENDRICKS	2011	IN	Hendricks	1104	70	15.77142857
2011::PA::DELAWARE	2011	PA	Delaware	25396.6	1145	22.18043668
2011::SC::CHESTERFIELD	2011	SC	Chesterfield 	57494.59	117	491.4067521
2011::NC::ORANGE	2011	NC	Orange	1768	189	9.354497354
2007::WI::MILWAUKEE	2007	WI	Milwaukee	1794	8747	0.205098891
2011::AR::GARLAND	2011	AR	Garland	8706	328	26.54268293
2012::NC::CALDWELL	2012	NC	Caldwell 	200000	61	3278.688525
2010::ID::MADISON	2010	ID	Madison	37944.82	10	3794.482
2010::SC::LEXINGTON	2010	SC	Lexington	1080	764	1.413612565
2006::FL::BREVARD	2006	FL	Brevard	904103	3597	251.3491799
2008::CA::TULARE	2008	CA	Tulare	10978	2218	4.949504058
2009::CA::MERCED	2009	CA	Merced	922762.71	1609	573.500752
2008::IL::SAINT CLAIR	2008	IL	St. Clair 	10778.1	0	10778.1
2006::NC::PASQUOTANK	2006	NC	Pasquotank	998	0	998
2008::NJ::HUNTERDON	2008	NJ	Hunterdon	3493	18	194.0555556
2010::CA::TULARE	2010	CA	Tulare	65070	2047	31.78798241
2009::NC::CARTERET	2009	NC	Carteret	966	176	5.488636364
2010::MI::BARRY	2010	MI	Barry 	74048.96	37	2001.323243
2006::FL::CLAY	2006	FL	Clay 	21842	693	31.51803752
2009::GA::TROUP	2009	GA	Troup	1710	198	8.636363636
2006::KY::FLOYD	2006	KY	Floyd 	1497	4	374.25
2011::CA::YOLO	2011	CA	Yolo	193058	464	416.0732759
2009::OH::LOGAN	2009	OH	Logan	261076.5	39	6694.269231
2007::IL::COOK	2007	IL	Cook	18730.33	0	18730.33
2006::IL::MCDONOUGH	2006	IL	McDonough	690	0	690
2011::KS::HARVEY	2011	KS	Harvey	25720	104	247.3076923
2012::AZ::PINAL	2012	AZ	Pinal	1876274.01	697	2691.928278
2006::GA::GLYNN	2006	GA	Glynn	15261.71	728	20.96388736
2010::AR::GARLAND	2010	AR	Garland	8200	403	20.34739454
2006::LA::BOSSIER	2006	LA	Bossier	29080	1475	19.71525424
2010::WI::MILWAUKEE	2010	WI	Milwaukee	16400	6825	2.402930403
2007::IL::WILL	2007	IL	Will	2994	0	2994
2011::OH::CUYAHOGA	2011	OH	Cuyahoga	233940.92	6089	38.42025292
2012::KY::LAUREL	2012	KY	Laurel 	573291.4	25	22931.656
2008::IL::MACON	2008	IL	Macon	276	0	276
2007::FL::SUMTER	2007	FL	Sumter 	70038	137	511.2262774
2009::CA::SANTA CRUZ	2009	CA	Santa Cruz	72216.72	1210	59.68323967
2008::GA::SPALDING	2008	GA	Spalding	3514	286	12.28671329
2012::TX::COLLIN	2012	TX	Collin	511641.5	857	597.0145858
2012::FL::VOLUSIA	2012	FL	Volusia	1497	2108	0.710151803
2009::AZ::NAVAJO	2009	AZ	Navajo	69877.49	2149	32.51628199
2012::MI::OAKLAND	2012	MI	Oakland	5207007.67	2421	2150.767315
2006::NC::RANDOLPH	2006	NC	Randolph 	4955	0	4955
2012::AL::ELMORE	2012	AL	Elmore	1107031.91	133	8323.548195
2012::FL::SAINT LUCIE	2012	FL	St. Lucie	75000	867	86.50519031
2011::FL::PALM BEACH	2011	FL	Palm Beach	360	6165	0.058394161
2011::AL::TUSCALOOSA	2011	AL	Tuscaloosa	97213	813	119.5731857
2012::TX::HAYS	2012	TX	Hays	628835.61	271	2320.426605
2006::CA::SAN LUIS OBISPO	2006	CA	San Luis Obispo	4491	633	7.09478673
2010::IN::DEARBORN	2010	IN	Dearborn 	499	0	499
2012::ME::AROOSTOOK	2012	ME	Aroostook	2539966.59	1	2539966.59
2010::MO::LINCOLN	2010	MO	Lincoln 	1407.8	90	15.64222222
2010::NC::HENDERSON	2010	NC	Henderson	150	74	2.027027027
2007::GA::NEWTON	2007	GA	Newton	7485	413	18.12348668
2012::WI::SAINT CROIX	2012	WI	St. Croix	1560	36	43.33333333
2012::TX::HALE	2012	TX	Hale	65694.62	61	1076.960984
2006::CA::SAN BERNARDINO	2006	CA	San Bernardino	38136	9668	3.944559371
2008::TX::WISE	2008	TX	Wise	176.13	141	1.249148936
2010::IN::LAWRENCE	2010	IN	Lawrence	72953	14	5210.928571
2012::MN::CHISAGO	2012	MN	Chisago	65070	0	65070
2010::TX::TRAVIS	2010	TX	Travis	1530582.41	4373	350.0074114
2010::MD::CARROLL	2010	MD	Carroll	192.46	101	1.905544554
2011::SD::MINNEHAHA	2011	SD	Minnehaha	244844	440	556.4636364
2012::IN::KOSCIUSKO	2012	IN	Kosciusko	128905.64	85	1516.536941
2006::MO::JOHNSON	2006	MO	Johnson	1996	42	47.52380952
2010::SC::NEWBERRY	2010	SC	Newberry	1200	57	21.05263158
2006::NH::STRAFFORD	2006	NH	Strafford	1274	102	12.49019608
2012::NY::MADISON	2012	NY	Madison	44441	36	1234.472222
2011::OH::ERIE	2011	OH	Erie	8600	120	71.66666667
2007::NC::CABARRUS	2007	NC	Cabarrus	153726	432	355.8472222
2007::FL::DUVAL	2007	FL	Duval	1996	8419	0.237082789
2012::RI::KENT	2012	RI	Kent	242336.83	195	1242.752974
2012::AR::FAULKNER	2012	AR	Faulkner	7984	252	31.68253968
2006::KS::CRAWFORD	2006	KS	Crawford	3907	118	33.11016949
2011::NE::DOUGLAS	2011	NE	Douglas	276	2432	0.113486842
2008::WI::LA CROSSE	2008	WI	La Crosse	998	234	4.264957265
2009::OH::GREENE	2009	OH	Greene	690	153	4.509803922
2011::OK::CHEROKEE	2011	OK	Cherokee	360	36	10
2012::MO::CASS	2012	MO	Cass	142510.58	160	890.691125
2010::GA::COBB	2010	GA	Cobb	116803.2	532	219.5548872
2011::OR::CLACKAMAS	2011	OR	Clackamas	2391.95	330	7.248333333
2006::NC::BURKE	2006	NC	Burke	15927.26	0	15927.26
2012::OH::TUSCARAWAS	2012	OH	Tuscarawas	818116.87	4	204529.2175
2012::ID::CANYON	2012	ID	Canyon	107638	324	332.2160494
2008::MN::LYON	2008	MN	Lyon	3919.26	0	3919.26
2006::WA::FRANKLIN	2006	WA	Franklin	138	159	0.867924528
2007::WA::SKAGIT	2007	WA	Skagit	276	192	1.4375
2012::SC::GEORGETOWN	2012	SC	Georgetown	10000	0	10000
2012::CA::KINGS	2012	CA	Kings	482526.67	582	829.0836254
2008::TX::KLEBERG	2008	TX	Kleberg	334.71	208	1.609182692
2008::CA::SAN MATEO	2008	CA	San Mateo	7984	1843	4.332067282
2008::WI::MILWAUKEE	2008	WI	Milwaukee	6986	8047	0.868149621
2011::NM::SANTA FE	2011	NM	Santa Fe	685314.13	452	1516.181704
2007::TX::WOOD	2007	TX	Wood	499	174	2.867816092
2010::MI::HILLSDALE	2010	MI	Hillsdale 	360	33	10.90909091
2008::CA::VENTURA	2008	CA	Ventura	951900.37	2120	449.0096085
2012::SC::RICHLAND	2012	SC	Richland	1233137.27	3485	353.8413974
2011::MA::SUFFOLK	2011	MA	Suffolk	148498.04	6090	24.38391461
2006::NJ::PASSAIC	2006	NJ	Passaic	7485	2634	2.841685649
2010::PA::YORK	2010	PA	York	723.71	600	1.206183333
2011::IN::STEUBEN	2011	IN	Steuben 	597179.88	16	37323.7425
2006::VA::SPOTSYLVANIA	2006	VA	Spotsylvania	3323	201	16.53233831
2011::TN::PUTNAM	2011	TN	Putnam	216617.66	262	826.7849618
2010::NH::STRAFFORD	2010	NH	Strafford	8686.6	202	43.0029703
2008::NJ::OCEAN	2008	NJ	Ocean	10457	660	15.84393939
2006::TX::ANDERSON	2006	TX	Anderson 	4371.83	77	56.77701299
2006::VT::RUTLAND	2006	VT	Rutland	4682	49	95.55102041
2011::OH::GALLIA	2011	OH	Gallia	1336	18	74.22222222
2008::NC::FRANKLIN	2008	NC	Franklin 	58.71	52	1.129038462
2008::GA::CARROLL	2008	GA	Carroll	1911	895	2.135195531
2009::VA::VIRGINIA BEACH CITY	2009	VA	Virginia Beach	2705.22	896	3.01921875
2012::LA::ORLEANS	2012	LA	Orleans	745317.97	2958	251.9668594
2007::TX::FORT BEND	2007	TX	Fort Bend	1207.68	1311	0.921189931
2006::WV::MONONGALIA	2006	WV	Monongalia 	690	59	11.69491525
2012::VA::NEWPORT NEWS CITY	2012	VA	Newport News	35536.5	754	47.1306366
2011::PA::CUMBERLAND	2011	PA	Cumberland	896	131	6.839694656
2012::TX::BRAZORIA	2012	TX	Brazoria	6575	421	15.6175772
2008::VA::PETERSBURG CITY	2008	VA	Petersburg	138	616	0.224025974
2010::CA::CONTRA COSTA	2010	CA	Contra Costa	95228.44	3899	24.42381123
2010::IL::WILLIAMSON	2010	IL	Williamson	1419.81	289	4.91283737
2006::VA::WAYNESBORO CITY	2006	VA	Waynesboro	4990	104	47.98076923
2012::MO::STONE	2012	MO	Stone	27165.91	121	224.5116529
2012::TX::GALVESTON	2012	TX	Galveston	223977.34	790	283.5156203
2006::CA::LOS ANGELES	2006	CA	Los Angeles	218230.04	64200	3.399221807
2008::RI::PROVIDENCE	2008	RI	Providence	22954	2090	10.98277512
2010::KS::DOUGLAS	2010	KS	Douglas	720	419	1.718377088
2009::GA::SPALDING	2009	GA	Spalding	1153.6	298	3.87114094
2006::MI::WASHTENAW	2006	MI	Washtenaw	1996	958	2.083507307
2007::LA::JEFFERSON	2007	LA	Jefferson	690	3169	0.217734301
2007::FL::ORANGE	2007	FL	Orange 	10700	7051	1.517515246
2010::TX::BEXAR	2010	TX	Bexar	9840	9070	1.084895259
2010::OH::BUTLER	2010	OH	Butler	2483	807	3.076827757
2011::SC::NEWBERRY	2011	SC	Newberry	487352.83	64	7614.887969
2006::IN::WAYNE	2006	IN	Wayne	7899	170	46.46470588
2006::IL::WHITESIDE	2006	IL	Whiteside	5098	0	5098
2006::NC::CATAWBA	2006	NC	Catawba	6646	495	13.42626263
2007::CA::MONTEREY	2007	CA	Monterey	73553	2238	32.86550492
2006::AL::TUSCALOOSA	2006	AL	Tuscaloosa	197173.75	859	229.5387078
2011::MI::ISABELLA	2011	MI	Isabella	83243	41	2030.317073
2008::CA::SAN BERNARDINO	2008	CA	San Bernardino	4045	9732	0.415639129
2011::OK::OSAGE	2011	OK	Osage 	178.71	0	178.71
2007::GA::DEKALB	2007	GA	DeKalb	2686	4820	0.557261411
2006::OH::RICHLAND	2006	OH	Richland	18454.75	285	64.75350877
2006::ME::KENNEBEC	2006	ME	Kennebec 	25226	13	1940.461538
2008::NY::OSWEGO	2008	NY	Oswego	414	121	3.421487603
2007::NM::DONA ANA	2007	NM	Dona Ana	828	346	2.393063584
2011::TX::MATAGORDA	2011	TX	Matagorda	14318.86	38	376.8121053
2008::VA::FAIRFAX CITY	2008	VA	Fairfax	21457	32	670.53125
2010::MI::LAPEER	2010	MI	Lapeer	960	42	22.85714286
2011::AR::LEE	2011	AR	Lee	960	136	7.058823529
2012::IL::KANKAKEE	2012	IL	Kankakee 	147134.09	47	3130.512553
2006::MA::HAMPDEN	2006	MA	Hampden	17560	3886	4.518785383
2006::MD::HOWARD	2006	MD	Howard	87071	615	141.5788618
2009::OK::TULSA	2009	OK	Tulsa	112740.48	4900	23.00826122
2012::MI::MONTCALM	2012	MI	Montcalm	296109.69	43	6886.27186
2012::IL::KANE	2012	IL	Kane 	462917.8	58	7981.341379
2007::WI::LA CROSSE	2007	WI	La Crosse	3276.2	188	17.42659574
2008::IN::HAMILTON	2008	IN	Hamilton	5078.1	123	41.28536585
2009::NC::BRUNSWICK	2009	NC	Brunswick	121993.48	181	673.9971271
2008::MS::ALCORN	2008	MS	Alcorn	138	0	138
2006::WV::KANAWHA	2006	WV	Kanawha	25081	783	32.03192848
2007::OH::MUSKINGUM	2007	OH	Muskingum	499	119	4.193277311
2007::AZ::SANTA CRUZ	2007	AZ	Santa Cruz	1104	93	11.87096774
2008::LA::WASHINGTON	2008	LA	Washington	3992	281	14.20640569
2010::IL::ADAMS	2010	IL	Adams	880.65	186	4.734677419
2006::FL::SUMTER	2006	FL	Sumter 	393.42	147	2.676326531
2006::VA::VIRGINIA BEACH CITY	2006	VA	Virginia Beach	2760	1255	2.199203187
2009::AL::CALHOUN	2009	AL	Calhoun	406161.89	814	498.9703808
2011::VA::TAZEWELL	2011	VA	Tazewell	7984	26	307.0769231
2010::GA::CRISP	2010	GA	Crisp	19483.74	85	229.2204706
2006::IA::BOONE	2006	IA	Boone	942.39	33	28.55727273
2006::OR::DOUGLAS	2006	OR	Douglas 	10978	48	228.7083333
2006::OH::LORAIN	2006	OH	Lorain	263137	619	425.1001616
2012::WA::WHITMAN	2012	WA	Whitman	46903	29	1617.344828
2012::OH::CUYAHOGA	2012	OH	Cuyahoga	619449.9	6246	99.17545629
2012::FL::MIAMI-DADE	2012	FL	Miami-Dade	153913.93	15489	9.93698302
2011::CA::MERCED	2011	CA	Merced	9887.82	1334	7.412158921
2008::MN::RAMSEY	2008	MN	Ramsey	179786.4	2199	81.75825375
2006::OR::LANE	2006	OR	Lane	6986	805	8.67826087
2010::IA::SCOTT	2010	IA	Scott	2640	893	2.956326988
2006::IL::MCLEAN	2006	IL	McLean	998	0	998
2010::KY::FRANKLIN	2010	KY	Franklin	2994	76	39.39473684
2009::IL::WILLIAMSON	2009	IL	Williamson	4264.44	0	4264.44
2011::WA::GRAYS HARBOR	2011	WA	Grays Harbor	71654.7	62	1155.720968
2012::AL::JACKSON	2012	AL	Jackson 	1115.42	107	10.42448598
2006::CO::MONTROSE	2006	CO	Montrose	2714	33	82.24242424
2010::AR::COLUMBIA	2010	AR	Columbia	120	37	3.243243243
2011::NM::ROOSEVELT	2011	NM	Roosevelt	75000	38	1973.684211
2011::MO::AUDRAIN	2011	MO	Audrain	1548	27	57.33333333
2009::HI::HONOLULU	2009	HI	Honolulu	15572.62	2537	6.138202601
2006::WA::SNOHOMISH	2006	WA	Snohomish	7676	1019	7.532875368
2008::VT::CHITTENDEN	2008	VT	Chittenden	1104	228	4.842105263
2011::IL::MCHENRY	2011	IL	McHenry	47989	219	219.1278539
2011::TN::MAURY	2011	TN	Maury	865575.9	339	2553.321239
2008::VA::PAGE	2008	VA	Page	2187	39	56.07692308
2008::IL::KANE	2008	IL	Kane 	25710.55	0	25710.55
2006::MT::FLATHEAD	2006	MT	Flathead	7866	232	33.90517241
2008::NC::BRUNSWICK	2008	NC	Brunswick	1322.23	178	7.428258427
2011::WA::STEVENS	2011	WA	Stevens	276	26	10.61538462
2006::MS::LEFLORE	2006	MS	Leflore	552	118	4.677966102
2012::IA::BOONE	2012	IA	Boone	1996	67	29.79104478
2012::MN::LYON	2012	MN	Lyon	95978	0	95978
2012::OK::CLEVELAND	2012	OK	Cleveland	11218	250	44.872
2010::OH::HAMILTON	2010	OH	Hamilton	3669.36	4370	0.839670481
2012::VA::PAGE	2012	VA	Page	105829.77	29	3649.302414
2012::CA::VENTURA	2012	CA	Ventura	6001869.45	1650	3637.496636
2010::AL::SHELBY	2010	AL	Shelby	1098	319	3.44200627
2012::OH::ASHTABULA	2012	OH	Ashtabula	188960.35	86	2197.213372
